# LMFDB BJT fixture generated by `clgrp build-bjt-fixture`
# seed=20260217
# scan_limit=40000
# generated_unix=1771317392
# r	m	k	line	delta	discriminant	class_number	invariant_factors_csv
4	16	3	7616	1	-805456820	11744	1468,2,2,2
4	16	3	7670	1	-805457892	6432	804,2,2,2
4	16	3	7674	1	-805457956	8192	2048,2,2
4	16	3	7684	1	-805458164	17512	4378,2,2
4	16	3	7718	1	-805458788	12308	12308
4	16	3	7806	1	-805460612	15744	1968,2,2,2
4	16	3	7835	2	-805461172	8202	8202
4	16	3	7848	2	-805461460	7644	3822,2
4	16	3	7889	1	-805462276	8028	4014,2
4	16	3	7891	2	-805462324	6328	1582,2,2
4	16	3	7927	2	-805463044	8880	1110,2,2,2
4	16	3	7929	1	-805463076	13776	3444,2,2
4	16	3	7970	1	-805463876	18624	2328,2,2,2
4	16	3	7984	1	-805464148	5096	1274,2,2
4	16	3	8039	1	-805465220	16872	4218,2,2
4	16	3	8049	1	-805465412	10768	5384,2
4	16	3	8084	1	-805466148	6168	1542,2,2
4	16	3	8135	1	-805467108	11952	1494,2,2,2
4	16	3	8138	1	-805467156	10624	1328,2,2,2
4	16	3	8165	3	-805467716	20768	20768
4	16	3	8213	1	-805468628	15064	7532,2
4	16	3	8222	2	-805468804	9440	2360,2,2
4	16	3	8246	1	-805469284	5868	5868
4	16	3	8248	1	-805469332	7020	1170,6
4	16	3	8257	2	-805469524	10172	5086,2
4	16	3	8283	1	-805470020	17792	2224,2,2,2
4	16	3	8323	1	-805470868	4656	2328,2
4	16	3	8346	2	-805471316	20096	1256,2,2,2,2
4	16	3	8361	2	-805471620	9392	1174,2,2,2
4	16	3	8447	1	-805473236	16160	8080,2
4	16	3	8468	1	-805473668	18048	4512,4
4	16	3	8471	1	-805473748	6226	6226
4	16	3	8475	1	-805473812	15088	1886,2,2,2
4	16	3	8549	2	-805475284	11232	1404,2,2,2
4	16	3	8555	1	-805475396	13644	6822,2
4	16	3	8657	1	-805477412	12728	3182,2,2
4	16	3	8676	1	-805477780	7464	1866,2,2
4	16	3	8687	1	-805477988	11616	5808,2
4	16	3	8751	1	-805479284	14634	14634
4	16	3	8913	2	-805482484	7362	7362
4	16	3	8968	1	-805483572	7160	3580,2
4	16	3	8977	1	-805483748	12780	6390,2
4	16	3	8994	2	-805484068	5324	5324
4	16	3	9146	1	-805487028	9600	4800,2
4	16	3	9220	1	-805488548	10608	10608
4	16	3	9238	2	-805488916	7540	3770,2
4	16	3	9261	1	-805489348	6552	3276,2
4	16	3	9270	2	-805489540	4264	2132,2
4	16	3	9281	1	-805489764	10736	1342,2,2,2
4	16	3	9315	4	-805490436	8528	2132,2,2
4	16	3	9528	1	-805494644	16754	16754
4	16	3	9614	1	-805496340	10240	320,2,2,2,2,2
4	16	3	9649	1	-805497044	15324	7662,2
4	16	3	9684	2	-805497748	6728	1682,2,2
4	16	3	9705	1	-805498148	10896	1362,2,2,2
4	16	3	9735	1	-805498724	17632	17632
4	16	3	9848	1	-805500932	12540	12540
4	16	3	9869	2	-805501316	15932	15932
4	16	3	9884	1	-805501604	20152	5038,2,2
4	16	3	9940	1	-805502724	11200	700,2,2,2,2
4	16	3	9942	1	-805502756	13984	3496,2,2
4	16	3	10088	1	-805505604	10812	5406,2
4	16	3	10097	1	-805505780	15168	7584,2
4	16	3	10164	1	-805507172	9952	4976,2
4	16	3	10167	1	-805507220	9856	1232,2,2,2
4	16	3	10202	1	-805507892	11848	5924,2
4	16	3	10235	2	-805508548	7632	3816,2
4	16	3	10314	2	-805510084	6372	6372
4	16	3	10317	1	-805510164	12648	3162,2,2
4	16	3	10321	1	-805510228	8760	2190,2,2
4	16	3	10390	1	-805511652	7248	906,2,2,2
4	16	3	10391	1	-805511668	6072	1518,2,2
4	16	3	10432	1	-805512484	11176	5588,2
4	16	3	10435	2	-805512580	7240	3620,2
4	16	3	10458	2	-805513012	6968	1742,2,2
4	16	3	10471	1	-805513252	5676	5676
4	16	3	10489	1	-805513604	16704	2088,2,2,2
4	16	3	10567	1	-805515124	6890	6890
4	16	3	10608	1	-805515924	11124	5562,2
4	16	3	10635	1	-805516436	17508	8754,2
4	16	3	10669	1	-805517140	7212	3606,2
4	16	3	10688	1	-805517508	7084	3542,2
4	16	3	10752	2	-805518772	3420	1710,2
4	16	3	10767	1	-805519028	14426	14426
4	16	3	10771	1	-805519108	6444	6444
4	16	3	10823	1	-805520180	16576	2072,2,2,2
4	16	3	10845	1	-805520660	14528	3632,2,2
4	16	3	10851	1	-805520756	22224	11112,2
4	16	3	10881	2	-805521364	7424	3712,2
4	16	3	10958	1	-805522868	14028	7014,2
4	16	3	10961	2	-805522948	6540	3270,2
4	16	3	10991	2	-805523524	6952	1738,2,2
4	16	3	11069	3	-805525108	5400	2700,2
4	16	3	11070	1	-805525124	27932	27932
4	16	3	11073	1	-805525172	8496	4248,2
4	16	3	11149	1	-805526628	6332	3166,2
4	16	3	11151	1	-805526660	10176	1272,2,2,2
4	16	3	11207	1	-805527764	20462	20462
4	16	3	11265	1	-805528884	18336	2292,2,2,2
4	16	3	11266	2	-805528916	23296	5824,2,2
4	16	3	11387	1	-805531268	13700	6850,2
4	16	3	11406	1	-805531668	6080	760,4,2
4	16	3	11409	1	-805531748	15320	7660,2
4	16	3	11423	2	-805532020	10464	2616,2,2
4	16	3	11447	1	-805532468	10072	2518,2,2
4	16	3	11451	1	-805532548	4296	4296
4	16	3	11475	2	-805533028	7720	7720
4	16	3	11480	1	-805533124	6436	3218,2
4	16	3	11587	1	-805535268	7868	3934,2
4	16	3	11591	1	-805535364	10272	1284,2,2,2
4	16	3	11625	1	-805536004	7440	930,2,2,2
4	16	3	11647	1	-805536420	11744	1468,2,2,2
4	16	3	11685	3	-805537204	11636	5818,2
4	16	3	11724	1	-805537972	4340	2170,2
4	16	3	11798	1	-805539444	13440	1680,4,2
4	16	3	11819	1	-805539876	7088	1772,2,2
4	16	3	11850	1	-805540452	10320	1290,2,2,2
4	16	3	11855	1	-805540548	7052	3526,2
4	16	3	11878	1	-805540996	8520	2130,2,2
4	16	3	11885	1	-805541140	9872	2468,2,2
4	16	3	11934	1	-805542132	7296	1824,2,2
4	16	3	11951	1	-805542452	11696	1462,2,2,2
4	16	3	11990	1	-805543220	12992	1624,2,2,2
4	16	3	12080	1	-805545028	5840	1460,4
4	16	3	12136	1	-805546164	10800	2700,2,2
4	16	3	12244	1	-805548324	9968	2492,2,2
4	16	3	12250	3	-805548452	9996	4998,2
4	16	3	12297	1	-805549396	5688	1422,2,2
4	16	3	12437	1	-805552084	9152	2288,2,2
4	16	3	12448	1	-805552292	15080	3770,2,2
4	16	3	12452	1	-805552388	10196	10196
4	16	3	12455	1	-805552436	19340	9670,2
4	16	3	12473	2	-805552836	11744	1468,2,2,2
4	16	3	12511	1	-805553572	7360	920,2,2,2
4	16	3	12568	1	-805554692	12376	6188,2
4	16	3	12674	2	-805556788	4866	4866
4	16	3	12796	1	-805559156	18660	9330,2
4	16	3	12816	1	-805559556	10980	5490,2
4	16	3	12843	1	-805560052	5180	2590,2
4	16	3	12884	2	-805560916	12412	6206,2
4	16	3	12958	2	-805562356	7438	7438
4	16	3	13017	2	-805563556	8208	2052,2,2
4	16	3	13050	1	-805564180	5552	2776,2
4	16	3	13058	1	-805564340	14960	3740,2,2
4	16	3	13069	2	-805564564	10344	5172,2
4	16	3	13118	1	-805565476	9792	4896,2
4	16	3	13196	1	-805567028	11320	2830,2,2
4	16	3	13245	1	-805567956	10512	2628,2,2
4	16	3	13268	1	-805568420	14832	7416,2
4	16	3	13296	1	-805569044	13648	6824,2
4	16	3	13330	1	-805569684	17712	2214,2,2,2
4	16	3	13504	1	-805573092	8008	2002,2,2
4	16	3	13548	1	-805574004	11336	5668,2
4	16	3	13623	1	-805575476	22078	22078
4	16	3	13660	1	-805576244	15048	1254,6,2
4	16	3	13682	1	-805576628	16004	8002,2
4	16	3	13791	1	-805578740	12072	3018,2,2
4	16	3	13804	1	-805578996	16240	4060,2,2
4	16	3	13811	1	-805579156	7704	1926,2,2
4	16	3	13828	1	-805579476	9984	624,2,2,2,2
4	16	3	13832	1	-805579556	14844	7422,2
4	16	3	13845	1	-805579860	7936	248,2,2,2,2,2
4	16	3	13899	2	-805580916	11968	1496,2,2,2
4	16	3	13912	1	-805581156	11316	5658,2
4	16	3	13953	1	-805581956	15912	7956,2
4	16	3	13956	1	-805582020	12096	1512,2,2,2
4	16	3	13957	1	-805582036	9392	2348,2,2
4	16	3	13963	1	-805582180	6720	1680,2,2
4	16	3	13981	2	-805582516	9138	9138
4	16	3	14001	1	-805582884	11232	1404,2,2,2
4	16	3	14034	1	-805583540	16000	4000,2,2
4	16	3	14080	2	-805584436	10008	5004,2
4	16	3	14207	1	-805586932	5392	2696,2
4	16	3	14308	1	-805588932	6224	1556,2,2
4	16	3	14314	2	-805589044	7656	1914,2,2
4	16	3	14348	2	-805589716	9128	4564,2
4	16	3	14361	2	-805590004	5946	5946
4	16	3	14389	1	-805590548	11592	2898,2,2
4	16	3	14393	2	-805590628	9000	1500,6
4	16	3	14404	1	-805590852	10832	1354,2,2,2
4	16	3	14424	1	-805591220	9920	1240,2,2,2
4	16	3	14481	2	-805592356	9432	2358,2,2
4	16	3	14582	1	-805594324	8956	4478,2
4	16	3	14594	1	-805594564	9504	2376,2,2
4	16	3	14597	1	-805594612	4852	2426,2
4	16	3	14614	1	-805594964	17144	4286,2,2
4	16	3	14651	1	-805595748	6708	3354,2
4	16	3	14721	2	-805597108	6464	1616,2,2
4	16	3	14724	1	-805597156	6816	426,2,2,2,2
4	16	3	14733	1	-805597364	20832	2604,2,2,2
4	16	3	14762	1	-805597940	13680	1710,2,2,2
4	16	3	14845	1	-805599588	9292	4646,2
4	16	3	14981	1	-805602244	8648	4324,2
4	16	3	15045	1	-805603524	10960	2740,2,2
4	16	3	15079	1	-805604196	10360	2590,2,2
4	16	3	15121	1	-805605044	22184	5546,2,2
4	16	3	15193	1	-805606404	8008	2002,2,2
4	16	3	15274	1	-805607972	9344	2336,2,2
4	16	3	15290	1	-805608292	6848	1712,2,2
4	16	3	15355	1	-805609540	7296	456,4,2,2
4	16	3	15379	1	-805610004	18304	1144,4,2,2
4	16	3	15395	1	-805610308	8288	2072,2,2
4	16	3	15427	1	-805610964	9440	2360,2,2
4	16	3	15435	1	-805611108	6540	3270,2
4	16	3	15475	1	-805611892	4720	1180,2,2
4	16	3	15482	1	-805612036	7304	7304
4	16	3	15523	1	-805612868	8896	4448,2
4	16	3	15549	2	-805613380	5920	740,2,2,2
4	16	3	15555	1	-805613476	9968	2492,4
4	16	3	15588	1	-805614132	5244	2622,2
4	16	3	15622	3	-805614836	19104	2388,2,2,2
4	16	3	15702	1	-805616372	8064	2016,2,2
4	16	3	15753	2	-805617412	8160	1020,2,2,2
4	16	3	15800	1	-805618340	12400	3100,2,2
4	16	3	15812	1	-805618596	14496	3624,2,2
4	16	3	15886	1	-805620020	15736	3934,2,2
4	16	3	16073	2	-805623716	14448	14448
4	16	3	16085	1	-805623940	7456	466,2,2,2,2
4	16	3	16123	1	-805624692	7072	1768,2,2
4	16	3	16133	1	-805624868	14684	14684
4	16	3	16234	1	-805626884	24032	6008,2,2
4	16	3	16261	1	-805627396	7472	934,2,2,2
4	16	3	16296	1	-805628084	17600	1100,4,2,2
4	16	3	16306	1	-805628292	7920	990,2,2,2
4	16	3	16360	3	-805629380	20256	10128,2
4	16	3	16368	1	-805629524	16608	4152,2,2
4	16	3	16413	1	-805630388	13554	13554
4	16	3	16452	1	-805631156	15080	3770,2,2
4	16	3	16519	1	-805632548	12368	3092,2,2
4	16	3	16579	2	-805633716	15968	3992,2,2
4	16	3	16622	2	-805634548	5452	2726,2
4	16	3	16637	2	-805634836	9574	9574
4	16	3	16648	1	-805635044	13856	3464,4
4	16	3	16691	1	-805635892	8576	2144,2,2
4	16	3	16707	1	-805636228	5184	2592,2
4	16	3	16718	1	-805636452	10188	1698,6
4	16	3	16736	1	-805636788	7616	952,2,2,2
4	16	3	16802	1	-805638068	9744	2436,2,2
4	16	3	16816	1	-805638340	7040	440,4,2,2
4	16	3	16830	1	-805638644	21072	10536,2
4	16	3	16840	1	-805638820	8368	1046,2,2,2
4	16	3	16872	1	-805639476	11584	2896,2,2
4	16	3	16882	1	-805639668	6696	1674,2,2
4	16	3	16904	1	-805640132	11136	2784,2,2
4	16	3	16919	1	-805640420	10720	670,2,2,2,2
4	16	3	16938	1	-805640820	14032	1754,2,2,2
4	16	3	16940	1	-805640852	10392	5196,2
4	16	3	16978	1	-805641620	15168	1896,2,2,2
4	16	3	16992	1	-805641908	8410	8410
4	16	3	17214	1	-805646228	10688	668,4,2,2
4	16	3	17340	1	-805648724	15828	7914,2
4	16	3	17347	1	-805648852	6160	3080,2
4	16	3	17370	1	-805649284	9612	4806,2
4	16	3	17372	1	-805649332	5376	1344,2,2
4	16	3	17384	1	-805649604	8796	4398,2
4	16	3	17418	1	-805650276	9056	1132,2,2,2
4	16	3	17505	1	-805651988	8280	2070,2,2
4	16	3	17561	1	-805653060	9408	588,2,2,2,2
4	16	3	17563	1	-805653092	13568	1696,4,2
4	16	3	17569	1	-805653204	9456	4728,2
4	16	3	17731	1	-805656388	8888	4444,2
4	16	3	17813	1	-805658036	14784	3696,2,2
4	16	3	17873	1	-805659236	17376	8688,2
4	16	3	17905	1	-805659844	11636	5818,2
4	16	3	17909	1	-805659924	12480	1560,2,2,2
4	16	3	17937	1	-805660484	18240	4560,2,2
4	16	3	18017	2	-805662052	6240	780,2,2,2
4	16	3	18020	3	-805662132	7904	988,2,2,2
4	16	3	18072	1	-805663124	20032	10016,2
4	16	3	18094	1	-805663556	18736	4684,4
4	16	3	18165	1	-805664996	14808	14808
4	16	3	18196	2	-805665604	8040	4020,2
4	16	3	18230	1	-805666276	7592	7592
4	16	3	18254	1	-805666708	5920	740,2,2,2
4	16	3	18292	1	-805667476	9280	4640,2
4	16	3	18299	2	-805667620	7800	1950,2,2
4	16	3	18305	1	-805667748	7072	442,2,2,2,2
4	16	3	18460	2	-805670836	9028	4514,2
4	16	3	18494	1	-805671492	9180	4590,2
4	16	3	18529	1	-805672180	8160	2040,2,2
4	16	3	18572	1	-805673028	11624	2906,2,2
4	16	3	18712	1	-805675844	16376	16376
4	16	3	18726	2	-805676116	6976	1744,2,2
4	16	3	18731	1	-805676212	5596	2798,2
4	16	3	18749	1	-805676612	13056	1632,4,2
4	16	3	19019	1	-805681940	12736	1592,2,2,2
4	16	3	19022	1	-805681988	13980	6990,2
4	16	3	19058	1	-805682724	9024	564,2,2,2,2
4	16	3	19106	2	-805683652	3792	948,2,2
4	16	3	19208	1	-805685620	9552	2388,2,2
4	16	3	19233	1	-805686132	8032	1004,2,2,2
4	16	3	19298	1	-805687444	7918	7918
4	16	3	19401	1	-805689444	10384	2596,2,2
4	16	3	19418	1	-805689780	8704	544,2,2,2,2
4	16	3	19463	2	-805690708	5572	2786,2
4	16	3	19478	1	-805691012	12096	756,4,2,2
4	16	3	19483	1	-805691092	6648	3324,2
4	16	3	19484	1	-805691108	14840	3710,2,2
4	16	3	19524	1	-805691876	16260	8130,2
4	16	3	19568	1	-805692788	16058	16058
4	16	3	19601	2	-805693444	13808	6904,2
4	16	3	19668	1	-805694756	20784	20784
4	16	3	19720	1	-805695796	9212	4606,2
4	16	3	19740	1	-805696212	10608	1326,2,2,2
4	16	3	19786	1	-805697092	5472	2736,2
4	16	3	19803	1	-805697428	5746	5746
4	16	3	19876	1	-805698852	10640	1330,2,2,2
4	16	3	19944	1	-805700180	21520	5380,2,2
4	16	3	19946	1	-805700228	7816	3908,2
4	16	3	20026	1	-805701860	18184	9092,2
4	16	3	20030	2	-805701940	6604	3302,2
4	16	3	20081	1	-805702868	12744	6372,2
4	16	3	20120	3	-805703684	11824	5912,2
4	16	3	20147	1	-805704196	10824	2706,2,2
4	16	3	20245	2	-805706116	8544	4272,2
4	16	3	20277	1	-805706724	7784	1946,2,2
4	16	3	20391	1	-805709028	7212	3606,2
4	16	3	20417	1	-805709540	13560	6780,2
4	16	3	20451	1	-805710212	13784	3446,2,2
4	16	3	20462	1	-805710404	11264	2816,2,2
4	16	3	20463	2	-805710436	9432	2358,2,2
4	16	3	20514	1	-805711460	10216	5108,2
4	16	3	20528	1	-805711764	7712	964,2,2,2
4	16	3	20539	1	-805711956	12456	3114,2,2
4	16	3	20620	1	-805713524	15296	3824,2,2
4	16	3	20667	1	-805714436	13872	6936,2
4	16	3	20714	1	-805715396	14268	14268
4	16	3	20760	2	-805716340	5808	726,2,2,2
4	16	3	20765	1	-805716420	8480	530,2,2,2,2
4	16	3	20805	2	-805717204	10902	10902
4	16	3	20820	1	-805717508	12000	6000,2
4	16	3	20824	1	-805717572	7200	450,2,2,2,2
4	16	3	20840	1	-805717892	8672	2168,2,2
4	16	3	20862	1	-805718308	6132	3066,2
4	16	3	20891	3	-805718932	4480	1120,2,2
4	16	3	20926	1	-805719604	7240	3620,2
4	16	3	20948	1	-805720036	9348	4674,2
4	16	3	21006	1	-805721172	8464	2116,2,2
4	16	3	21008	1	-805721204	18408	4602,2,2
4	16	3	21047	1	-805721988	6176	1544,2,2
4	16	3	21059	3	-805722244	10780	10780
4	16	3	21072	4	-805722532	7464	7464
4	16	3	21126	1	-805723572	10916	5458,2
4	16	3	21157	1	-805724196	12272	1534,2,2,2
4	16	3	21187	1	-805724772	9160	2290,2,2
4	16	3	21209	1	-805725220	7448	1862,2,2
4	16	3	21237	1	-805725780	11520	720,2,2,2,2
4	16	3	21245	1	-805725924	13236	6618,2
4	16	3	21270	1	-805726388	13884	6942,2
4	16	3	21278	2	-805726564	8648	2162,2,2
4	16	3	21282	1	-805726628	11888	1486,2,2,2
4	16	3	21311	1	-805727172	9432	2358,2,2
4	16	3	21318	1	-805727332	3464	3464
4	16	3	21355	1	-805728052	7502	7502
4	16	3	21383	1	-805728612	8784	1098,2,2,2
4	16	3	21387	1	-805728676	8368	4184,2
4	16	3	21397	2	-805728916	8432	2108,2,2
4	16	3	21400	1	-805728964	8164	4082,2
4	16	3	21405	1	-805729060	7984	998,2,2,2
4	16	3	21414	1	-805729220	14720	7360,2
4	16	3	21429	1	-805729508	11800	2950,2,2
4	16	3	21498	1	-805730932	8562	8562
4	16	3	21656	1	-805733988	8248	2062,2,2
4	16	3	21661	1	-805734084	7224	1806,2,2
4	16	3	21681	2	-805734484	7342	7342
4	16	3	21806	1	-805736964	11904	1488,2,2,2
4	16	3	21830	1	-805737444	10304	1288,2,2,2
4	16	3	21882	1	-805738436	22752	2844,2,2,2
4	16	3	21973	2	-805740244	6752	3376,2
4	16	3	22079	1	-805742308	4112	1028,2,2
4	16	3	22110	1	-805742932	4696	1174,2,2
4	16	3	22146	1	-805743604	9176	2294,2,2
4	16	3	22227	1	-805745204	17680	4420,2,2
4	16	3	22251	1	-805745668	5776	722,2,2,2
4	16	3	22263	1	-805745892	8832	276,4,2,2,2
4	16	3	22308	1	-805746772	7002	7002
4	16	3	22315	1	-805746932	10394	10394
4	16	3	22385	2	-805748308	5372	2686,2
4	16	3	22411	1	-805748820	9120	1140,2,2,2
4	16	3	22426	1	-805749108	9632	2408,2,2
4	16	3	22427	4	-805749172	5584	2792,2
4	16	3	22470	1	-805750004	18166	18166
4	16	3	22524	1	-805751076	11136	1392,2,2,2
4	16	3	22534	1	-805751252	12184	3046,2,2
4	16	3	22571	1	-805751988	9400	4700,2
4	16	3	22624	3	-805753076	19290	19290
4	16	3	22627	1	-805753124	12472	3118,2,2
4	16	3	22675	1	-805754084	11768	2942,2,2
4	16	3	22676	2	-805754116	9348	9348
4	16	3	22686	1	-805754292	9408	588,2,2,2,2
4	16	3	22765	1	-805755828	6184	1546,2,2
4	16	3	22771	3	-805755956	14460	7230,2
4	16	3	22775	1	-805756020	10208	2552,2,2
4	16	3	22785	1	-805756244	16104	8052,2
4	16	3	22834	1	-805757188	5272	1318,2,2
4	16	3	22916	1	-805758836	12976	6488,2
4	16	3	23004	1	-805760564	16048	2006,2,2,2
4	16	3	23103	1	-805762436	14184	7092,2
4	16	3	23153	1	-805763460	12016	1502,2,2,2
4	16	3	23158	1	-805763540	10552	2638,2,2
4	16	3	23189	1	-805764164	17024	8512,2
4	16	3	23195	1	-805764260	9464	2366,2,2
4	16	3	23283	3	-805766036	20796	10398,2
4	16	3	23366	3	-805767764	18084	9042,2
4	16	3	23385	1	-805768132	4320	540,4,2
4	16	3	23404	2	-805768516	8352	696,6,2
4	16	3	23460	1	-805769588	13884	6942,2
4	16	3	23540	1	-805771156	5946	5946
4	16	3	23544	1	-805771236	13600	1700,2,2,2
4	16	3	23605	1	-805772420	19144	9572,2
4	16	3	23730	1	-805774884	16340	8170,2
4	16	3	23764	1	-805775604	14480	3620,2,2
4	16	3	23817	2	-805776676	8928	1116,2,2,2
4	16	3	23862	1	-805777556	20144	5036,2,2
4	16	3	23970	1	-805779636	13632	3408,2,2
4	16	3	24022	1	-805780644	8240	2060,2,2
4	16	3	24028	1	-805780756	8288	1036,2,2,2
4	16	3	24043	1	-805781044	13706	13706
4	16	3	24068	2	-805781572	5232	1308,2,2
4	16	3	24105	2	-805782292	5376	2688,2
4	16	3	24127	2	-805782724	11520	11520
4	16	3	24180	1	-805783796	17224	8612,2
4	16	3	24207	1	-805784340	7752	1938,2,2
4	16	3	24222	1	-805784660	12208	3052,2,2
4	16	3	24233	1	-805784852	12968	3242,2,2
4	16	3	24291	1	-805785972	11072	1384,2,2,2
4	16	3	24297	2	-805786116	7096	1774,2,2
4	16	3	24361	1	-805787396	14664	14664
4	16	3	24408	1	-805788308	15712	1964,2,2,2
4	16	3	24451	2	-805789204	12128	3032,2,2
4	16	3	24495	2	-805790068	6008	3004,2
4	16	3	24508	1	-805790308	4592	1148,4
4	16	3	24513	1	-805790404	9600	2400,2,2
4	16	3	24604	2	-805792228	6336	1584,4
4	16	3	24609	1	-805792324	9560	4780,2
4	16	3	24632	1	-805792772	6912	6912
4	16	3	24650	1	-805793140	6912	1728,2,2
4	16	3	24665	1	-805793444	13980	6990,2
4	16	3	24675	1	-805793620	5392	1348,2,2
4	16	3	24701	1	-805794164	16536	4134,2,2
4	16	3	24730	1	-805794724	7024	1756,2,2
4	16	3	24791	1	-805795892	12352	1544,2,2,2
4	16	3	24954	1	-805799060	15432	3858,2,2
4	16	3	24994	1	-805799828	8244	4122,2
4	16	3	25002	1	-805799972	10712	5356,2
4	16	3	25029	1	-805800532	7042	7042
4	16	3	25045	1	-805800836	12292	12292
4	16	3	25083	2	-805801588	3352	1676,2
4	16	3	25104	1	-805801988	14988	7494,2
4	16	3	25143	1	-805802804	12370	12370
4	16	3	25156	1	-805803060	13200	1650,2,2,2
4	16	3	25211	2	-805804116	16256	4064,2,2
4	16	3	25226	1	-805804404	12568	3142,2,2
4	16	3	25269	1	-805805236	7252	3626,2
4	16	3	25293	1	-805805732	11152	2788,2,2
4	16	3	25319	1	-805806244	8832	2208,4
4	16	3	25458	1	-805808980	5088	1272,2,2
4	16	3	25547	1	-805810708	7782	7782
4	16	3	25584	1	-805811460	11664	1458,2,2,2
4	16	3	25636	3	-805812532	5136	1284,2,2
4	16	3	25643	3	-805812676	5624	2812,2
4	16	3	25669	1	-805813156	7760	1940,4
4	16	3	25684	1	-805813460	15036	7518,2
4	16	3	25713	2	-805814036	18576	9288,2
4	16	3	25726	1	-805814292	10672	1334,2,2,2
4	16	3	25767	1	-805815092	15076	7538,2
4	16	3	25856	1	-805816868	19440	9720,2
4	16	3	26085	1	-805821348	8112	2028,2,2
4	16	3	26150	1	-805822628	11184	2796,2,2
4	16	3	26196	1	-805823524	8044	4022,2
4	16	3	26224	1	-805824084	10352	1294,2,2,2
4	16	3	26267	2	-805824916	7520	1880,2,2
4	16	3	26272	1	-805824996	8452	4226,2
4	16	3	26276	1	-805825076	21820	10910,2
4	16	3	26320	1	-805825956	12064	3016,2,2
4	16	3	26342	1	-805826388	9288	2322,2,2
4	16	3	26385	2	-805827220	5936	742,2,2,2
4	16	3	26459	1	-805828692	5412	2706,2
4	16	3	26515	2	-805829812	4600	1150,2,2
4	16	3	26612	1	-805831764	14144	1768,2,2,2
4	16	3	26642	1	-805832308	5816	2908,2
4	16	3	26669	1	-805832804	17616	8808,2
4	16	3	26689	1	-805833204	8384	524,4,2,2
4	16	3	26723	1	-805833908	17436	8718,2
4	16	3	26747	1	-805834388	9332	4666,2
4	16	3	26778	1	-805835044	9144	4572,2
4	16	3	26801	1	-805835508	7408	1852,2,2
4	16	3	26807	1	-805835620	6080	760,4,2
4	16	3	26816	1	-805835780	11840	5920,2
4	16	3	26858	1	-805836612	8192	1024,2,2,2
4	16	3	26888	1	-805837188	7680	240,4,2,2,2
4	16	3	27033	1	-805840052	14016	876,2,2,2,2
4	16	3	27043	1	-805840260	8672	2168,2,2
4	16	3	27047	1	-805840340	11276	5638,2
4	16	3	27048	1	-805840356	16912	4228,2,2
4	16	3	27085	1	-805841076	16076	8038,2
4	16	3	27106	1	-805841508	11184	1398,2,2,2
4	16	3	27116	2	-805841716	7128	1782,2,2
4	16	3	27136	1	-805842084	10692	5346,2
4	16	3	27150	1	-805842356	14440	7220,2
4	16	3	27152	1	-805842388	4800	1200,2,2
4	16	3	27187	1	-805843108	5960	1490,2,2
4	16	3	27189	1	-805843140	5184	216,6,2,2
4	16	3	27206	2	-805843492	4936	4936
4	16	3	27209	1	-805843540	7056	882,2,2,2
4	16	3	27221	2	-805843780	6232	1558,2,2
4	16	3	27222	1	-805843796	14624	7312,2
4	16	3	27332	2	-805845988	8400	4200,2
4	16	3	27362	1	-805846548	8320	1040,2,2,2
4	16	3	27373	1	-805846740	9504	1188,2,2,2
4	16	3	27470	1	-805848628	5760	1440,2,2
4	16	3	27545	1	-805850132	17046	17046
4	16	3	27664	1	-805852532	12734	12734
4	16	3	27708	2	-805853428	5388	2694,2
4	16	3	27748	1	-805854180	12224	1528,2,2,2
4	16	3	27776	1	-805854756	12560	1570,2,2,2
4	16	3	27793	1	-805855108	3872	1936,2
4	16	3	27926	2	-805857716	21160	5290,2,2
4	16	3	27930	1	-805857796	11568	5784,2
4	16	3	28086	1	-805860868	4784	1196,2,2
4	16	3	28090	1	-805860948	7380	3690,2
4	16	3	28135	1	-805861812	6144	96,8,2,2,2
4	16	3	28222	1	-805863556	6504	3252,2
4	16	3	28238	1	-805863876	11416	2854,2,2
4	16	3	28266	1	-805864420	5480	2740,2
4	16	3	28323	1	-805865540	12640	6320,2
4	16	3	28342	1	-805865908	5004	2502,2
4	16	3	28378	1	-805866628	5680	2840,2
4	16	3	28395	1	-805866980	12528	3132,2,2
4	16	3	28434	1	-805867732	7380	3690,2
4	16	3	28451	1	-805868052	6640	830,2,2,2
4	16	3	28475	2	-805868548	5580	1860,3
4	16	3	28542	2	-805869844	12672	3168,2,2
4	16	3	28557	1	-805870148	12048	6024,2
4	16	3	28624	1	-805871476	6016	3008,2
4	16	3	28649	1	-805871940	11280	1410,2,2,2
4	16	3	28669	1	-805872356	13796	13796
4	16	3	28682	1	-805872612	9616	2404,2,2
4	16	3	28687	1	-805872692	9016	2254,2,2
4	16	3	28692	1	-805872788	11472	2868,2,2
4	16	3	28696	2	-805872868	4704	4704
4	16	3	28742	1	-805873764	12608	1576,2,2,2
4	16	3	28746	1	-805873844	26052	13026,2
4	16	3	28749	1	-805873908	6720	840,2,2,2
4	16	3	28763	1	-805874196	11352	2838,2,2
4	16	3	28771	1	-805874340	10240	2560,2,2
4	16	3	28806	2	-805875028	5672	2836,2
4	16	3	28808	1	-805875060	7608	1902,2,2
4	16	3	28849	1	-805875908	12320	6160,2
4	16	3	28880	1	-805876548	6448	806,2,2,2
4	16	3	28917	1	-805877252	11820	11820
